KEGG_module	Metabolite_cluster	SCC.bg.adj	p.adjust
M00307	L31	-0.106427724307438	0.00165472750256789
M00149	L31	0.142831347593471	0.0253852269809511
M00019	L31	0.202910661854346	0.00473742841601532
M00348	L31	0.123143688554413	0.00892024092648973
M00390	L31	-0.121178632536384	0.00546472947638608
M00188	L31	-0.0939248038479011	0.074597577490211
M00063	L31	0.103765605893012	0.0274701768528679
M00563	L31	-0.0957329255921382	0.000653777806796549
M00060	L31	0.140237027106014	0.00126669146484182
M00179	L31	-0.103640333620304	3.29949082247357e-22
M00332	L31	0.0811079986549275	0.000832277745386391
M00122	L31	0.132577747936017	0.000832277745386391
M00440	L31	0.121196996711442	0.0168075639232702
M00360	L31	-0.0912155672451176	1.35336677593737e-05
M00184	L31	-0.0866999182588617	5.51402834478922e-05
M00567	L31	-0.0966365710127234	7.75641838145615e-10
M00356	L31	-0.0948207613925717	0.00028618303689774
M00310	L31	-0.104176579697694	0.0108147670280434
M00230	L31	0.209082000638102	0.00292917827600154
M00127	L31	0.131647601450931	0.00514436959982871
M00023	L31	0.174234473518802	1.45590645457753e-05
M00178	L31	-0.105530630995718	1.91351618525226e-16
M00259	L31	0.169794875844705	0.0122154366880115
M00311	L31	0.00293588781981489	0.984942786251881
M00048	L31	0.0966501193464913	0.00741134794877264
M00439	L31	-0.0890220399091627	0.0171817966428288
M00197	L31	0.00580964621012665	0.732019914946932
M00159	L31	-0.0590022375089861	0.014121804197823
M00051	L31	0.109502142966767	0.0132621538148487
M00124	L32	0.0103192880553115	0.950984594764614
M00570	L32	0.0593338373422504	0.0128186307436797
M00432	L32	0.0512981335050349	0.0454849916940274
M00208	L32	0.0167749107768225	0.337119530775977
M00237	L32	-0.0427952859808685	0.0669824386773999
M00357	L32	-0.0300017185865763	0.13413668048822
M00535	L32	0.0604884827229817	0.0131236265467828
M00061	L32	0.052801331071506	0.0358394930869361
M00530	L32	0.00336045071250252	0.866696165698266
M00239	L32	-0.066690470046646	0.0101851018707745
M00307	L32	-0.0325226968251179	0.119232700922115
M00149	L32	0.0455256345970153	0.0425289894458315
M00019	L32	0.057549267886458	0.0293874633874755
M00348	L32	-0.00143175113912735	0.847933714031274
M00390	L32	-0.00311557117720417	0.791502724592853
M00188	L32	-0.0220585897935711	0.62298835240445
M00063	L32	0.050663623502333	0.0977863926255989
M00563	L32	-0.0182638373078866	0.283906582561919
M00060	L32	0.0382426224607263	0.0187581738893096
M00179	L32	-0.0531113095254343	8.51254009918961e-05
M00332	L32	0.0843860905439913	1.3890130488609e-05
M00122	L32	-0.0604381341150323	0.014743244619792
M00440	L32	0.0397104223170429	0.0815685481573041
M00360	L32	-0.034412400227742	0.00276493076324655
M00184	L32	-0.0102494856441226	0.46330861702166
M00567	L32	-0.0476674549505718	0.000215346408551666
M00356	L32	-0.00208631350187621	0.417805664474296
M00310	L32	-0.0326891043849065	0.275812523345737
M00230	L32	0.0460334042970891	0.0483477631200086
M00127	L32	0.0291173865989069	0.14544448412514
M00023	L32	0.0562140587906842	0.0113821095406926
M00178	L32	-0.0737937403375293	7.00994480380611e-18
M00259	L32	0.0523746546458444	0.0589949035801751
M00311	L32	0.015993398589242	0.484817550819388
M00048	L32	0.00868764562939457	0.701166628860592
M00439	L32	-0.105948034469504	0.00251342794154661
M00197	L32	-0.0347655378207443	0.135175890514491
M00159	L32	-0.0613070799256141	0.00290033941228857
M00051	L32	0.0207257976088286	0.0589143927274213
M00124	L36	0.0811663775377402	0.067598249556523
M00570	L36	0.132864125317194	0.0127330397412073
M00432	L36	0.127916735181099	0.00645222803625707
M00208	L36	0.115407523508926	0.0156957210464815
M00237	L36	-0.103646280391259	0.00386988893354302
M00357	L36	-0.0483849193302441	0.0230725632814331
M00535	L36	0.15891393199756	0.00396335378949734
M00061	L36	0.110953413292525	0.00892024092648973
M00530	L36	0.0688834169311093	0.00685743863614839
M00239	L36	-0.0732277267372027	0.0197681819259259
M00307	L36	-0.0704138342659858	0.0436971974082332
M00149	L36	0.067797073115521	0.0784059845780978
M00019	L36	0.136993126818683	0.017498066439239
M00348	L36	0.141861338775375	0.00420711420201793
M00390	L36	-0.070309122565288	0.0397091443568435
M00188	L36	-0.086711851271914	0.0425289894458315
M00063	L36	0.102099129667312	0.0244192257891312
M00563	L36	-0.0570159641675523	0.0203431234572233
M00060	L36	0.0947396740867283	0.00269475907150764
M00179	L36	-0.116173561304047	9.6241637721833e-25
M00332	L36	0.138864113013505	2.54641990801018e-07
M00122	L36	0.0818648442423561	0.00960471062292743
M00440	L36	0.105735023271052	0.0153498260692164
M00360	L36	-0.116573065625996	7.99985274286232e-10
M00184	L36	-0.0692011076138124	0.000338480346929786
M00567	L36	-0.0452654936468291	0.00102920786177482
M00356	L36	-0.0635791399831837	0.00521754254246681
M00310	L36	-0.0889086109821605	0.0153498260692164
M00230	L36	0.1643412759811	0.00321955552041999
M00127	L36	0.0809545390539077	0.0173132257960062
M00023	L36	0.113655551943224	0.00245297212542204
M00178	L36	-0.132182593582805	4.0947494556097e-23
M00259	L36	0.141098151510336	0.0124709433854311
M00311	L36	0.063903006897607	0.18860116267582
M00048	L36	0.0206438011055223	0.365669918859548
M00439	L36	-0.0977673138654567	0.00938374334699195
M00197	L36	-0.0448925068606414	0.110555681072906
M00159	L36	0.023193724906475	0.781308935102603
M00051	L36	0.0416206818424171	0.133951720133842
M00124	L19	-0.0517543758985153	0.103504555299308
M00570	L19	-0.0584612757096365	0.0853985507883462
M00432	L19	-0.0850207406749519	0.0152672370274708
M00208	L19	-0.137074027093747	0.0100007357187655
M00237	L19	0.0660177525103759	0.0515064018229825
M00357	L19	0.0588830999403011	0.00176099171294582
M00535	L19	-0.102659340776401	0.00892024092648973
M00061	L19	-0.0857138376288488	0.0136995032488248
M00530	L19	-0.0249681483896743	0.323467368907029
M00239	L19	0.0287048130989415	0.5377831402982
M00307	L19	0.0848331817406498	0.00229238624285033
M00149	L19	-0.0953902962291413	0.0705457445678104
M00019	L19	-0.0602419548636638	0.0771064397881715
M00348	L19	-0.0905790118887477	0.0110745447845671
M00390	L19	0.0971035152156517	0.0130421178221755
M00188	L19	0.113884142145995	0.0197143915923975
M00063	L19	-0.123703175315871	0.0108147670280434
M00563	L19	0.0826281863201471	0.00169677843566609
M00060	L19	-0.135017949255274	0.000265821153323588
M00179	L19	0.0986068506488065	1.63857483842574e-22
M00332	L19	0.0555183901610875	0.00398215235130352
M00122	L19	-0.0939821355194203	0.00245297212542204
M00440	L19	-0.14736787745914	0.00499819304297538
M00360	L19	0.106322162485257	3.01535793331874e-07
M00184	L19	0.0941498222664064	7.82714955920862e-06
M00567	L19	0.0589891982891845	2.70585108303346e-05
M00356	L19	0.105476324578652	0.00067381097189121
M00310	L19	0.125706327619459	0.0037034012086266
M00230	L19	-0.147419749832955	0.00281785225878018
M00127	L19	-0.0868348761563092	0.0133007350764474
M00023	L19	-0.0988883291823778	0.00864526993015352
M00178	L19	0.0913532656795504	5.13037751658494e-13
M00259	L19	-0.0805932714893618	0.0299230271275667
M00311	L19	-0.0572572755247737	0.0853985507883462
M00048	L19	-0.0349053733025694	0.0965231780423382
M00439	L19	0.0556340978839718	0.114776961918041
M00197	L19	-0.0279347950397496	0.684068067049535
M00159	L19	0.0069637789777829	0.780444387994618
M00051	L19	-0.0460767950093438	0.0112690597425859
M00124	L14	-0.151919607597652	0.0606314784727094
M00570	L14	-0.162716814863008	0.00893055544366096
M00432	L14	-0.226758742857654	0.00429135801697521
M00208	L14	-0.214054696784694	0.0121690211797904
M00237	L14	0.0888754720534812	0.0130421178221755
M00357	L14	0.0835252457411796	0.0010462400912609
M00535	L14	-0.239982922778198	0.0034220961565731
M00061	L14	-0.268597156410534	0.0012178347183482
M00530	L14	-0.0178919688257081	0.6814270252249
M00239	L14	0.111470143319381	0.00809095651099253
M00307	L14	0.0817905290402588	0.0454849916940274
M00149	L14	-0.252913430149439	0.0618486167122296
M00019	L14	-0.187162767495764	0.014121804197823
M00348	L14	-0.131355841531999	0.0185893337540806
M00390	L14	0.105082021980129	0.0148335957926194
M00188	L14	0.123793506595099	0.0335271316188538
M00063	L14	-0.247688433648429	0.0100002991254192
M00563	L14	0.067748718425189	0.00917700037796057
M00060	L14	-0.264368831889962	0.000201223366811952
M00179	L14	0.113357853648172	2.12371127076018e-21
M00332	L14	-0.00454912709781211	0.570083862903207
M00122	L14	-0.155671382795746	0.0099562681501038
M00440	L14	-0.151792521550414	0.0165959796706845
M00360	L14	0.121624071064332	8.85929906922307e-08
M00184	L14	0.11019865585759	1.70167400099091e-05
M00567	L14	0.0790277315193355	3.50959593723076e-07
M00356	L14	0.114410691494151	0.0010469518945513
M00310	L14	0.120991463333296	0.00892024092648973
M00230	L14	-0.206947714128607	0.00510236474892709
M00127	L14	-0.191467361672498	0.00291180520528963
M00023	L14	-0.211124609702879	0.00207206133575031
M00178	L14	0.152491978852039	3.77234004382008e-22
M00259	L14	-0.143212501803311	0.0258044007217169
M00311	L14	-0.15767514959845	0.0100002991254192
M00048	L14	-0.114457820368834	0.00251342794154661
M00439	L14	0.136075463552446	0.00569763953662279
M00197	L14	0.0571191549316851	0.0987247334043787
M00159	L14	-0.00381554890106777	0.862192689869211
M00051	L14	-0.0989641148233894	0.00126945187378053
M00124	L18	-0.101580440942392	0.0618486167122296
M00570	L18	-0.0843643221449834	0.0138913223481026
M00432	L18	-0.10087036815467	0.018801706150486
M00208	L18	-0.213217830633145	0.00741134794877264
M00237	L18	0.0490758890101436	0.119114600292009
M00357	L18	0.0671812845743373	8.51254009918961e-05
M00535	L18	-0.105468533093037	0.0104555492442145
M00061	L18	-0.101207744733728	0.00811386871107268
M00530	L18	-0.0388894260032366	0.10569486475574
M00239	L18	0.0706478071230722	0.0436971974082332
M00307	L18	0.0883708887250839	0.00267116831946372
M00149	L18	-0.114223633939295	0.0633752687473232
M00019	L18	-0.0892510770263723	0.0172666081284005
M00348	L18	-0.086640221422122	0.0284662570461805
M00390	L18	0.0961740971029626	0.00665910877841321
M00188	L18	0.0667041447746111	0.0714585292414751
M00063	L18	-0.159340610576442	0.0105257403539914
M00563	L18	0.0804064143329251	0.00198446172569799
M00060	L18	-0.162211008855521	0.000338480346929786
M00179	L18	0.106414316860242	5.38639928461223e-28
M00332	L18	-0.00110669845569705	0.882283972867677
M00122	L18	-0.104375559111365	0.00507055092363655
M00440	L18	-0.119510879777362	0.00262001434481081
M00360	L18	0.090506195417452	7.309799507882e-08
M00184	L18	0.0978775520926737	3.75252698074174e-06
M00567	L18	0.0687341167301444	5.74661930663077e-08
M00356	L18	0.104445082984404	0.00014893166749727
M00310	L18	0.117789314648527	0.00386988893354302
M00230	L18	-0.153622186066798	0.00396335378949734
M00127	L18	-0.0848108422910589	0.0135180857619653
M00023	L18	-0.0929081576775978	0.0137617456630018
M00178	L18	0.0955993831668363	1.63492021143368e-16
M00259	L18	-0.0811707526886995	0.0491205199101267
M00311	L18	-0.0737472184418605	0.0932836270418598
M00048	L18	-0.0458832251071326	0.0498989521106808
M00439	L18	0.0333839462198613	0.184837705638067
M00197	L18	0.0371703487137168	0.390947230533891
M00159	L18	0.0453354042094514	0.0349621399597553
M00051	L18	-0.0539640793878447	0.0100002991254192
M00124	L15	-0.127847658436424	0.0918520166705615
M00570	L15	-0.0928369529970322	0.0244192257891312
M00432	L15	-0.161641166525708	0.0101526785366699
M00208	L15	-0.214947887289134	0.0106748125972381
M00237	L15	0.0835489550606949	0.00979839456829145
M00357	L15	0.0471708337963769	0.0248156113751768
M00535	L15	-0.173101737827728	0.00546472947638608
M00061	L15	-0.223931630628965	0.0012373311888603
M00530	L15	-0.0247248507824542	0.515926471974522
M00239	L15	0.13354334124115	0.00137378134524052
M00307	L15	0.0872719357567421	0.00850193206625458
M00149	L15	-0.212956341227678	0.0661039625079251
M00019	L15	-0.103811777825254	0.0446577885985085
M00348	L15	-0.0674069038076658	0.102351264768779
M00390	L15	0.0905164733109651	0.015762802876406
M00188	L15	0.0785590102038868	0.113277124810365
M00063	L15	-0.183751477778911	0.0132621538148487
M00563	L15	0.0133848888281847	0.31878475037431
M00060	L15	-0.224019185221434	0.000787002751999458
M00179	L15	0.107144902030109	6.74711626744542e-23
M00332	L15	0.00793729272075767	0.511721070786703
M00122	L15	-0.135927670145185	0.00975762286196965
M00440	L15	-0.0303247844577891	0.143821125766085
M00360	L15	0.0887827509075285	1.26052230595284e-07
M00184	L15	0.0609120316925315	0.00150055917811664
M00567	L15	0.0464460973919791	0.00247541777574285
M00356	L15	0.0576982026540912	0.0469631538222657
M00310	L15	0.0891093692567268	0.0132715829532684
M00230	L15	-0.126896558822281	0.0132621538148487
M00127	L15	-0.12304554816017	0.0108196723453831
M00023	L15	-0.177697652402432	0.000265821153323588
M00178	L15	0.100635953807278	2.67457753389674e-13
M00259	L15	-0.0755235032320964	0.113277124810365
M00311	L15	-0.12032498161857	0.0183138504527944
M00048	L15	-0.0926785897552853	0.00891027941498273
M00439	L15	0.0643977811705681	0.0328993255339246
M00197	L15	0.0622717891015427	0.077690606102791
M00159	L15	0.054666672900029	0.0436971974082332
M00051	L15	-0.0785308926655217	0.00809095651099253
